address,name,kind,confidence,evidence_artifact,notes
0x02208b20,overlay_0014_sub_02208b20,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x02208b78,overlay_0014_sub_02208b78,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x02208bdc,overlay_0014_sub_02208bdc,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x02208c48,overlay_0014_sub_02208c48,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x02208c88,overlay_0014_sub_02208c88,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x02208cd8,overlay_0014_sub_02208cd8,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x02208cf4,overlay_0014_sub_02208cf4,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x02208d24,overlay_0014_sub_02208d24,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x02208d60,overlay_0014_sub_02208d60,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x02208d80,overlay_0014_sub_02208d80,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x02208db4,overlay_0014_sub_02208db4,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x02208f54,overlay_0014_sub_02208f54,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x02208f68,overlay_0014_sub_02208f68,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x02209050,overlay_0014_sub_02209050,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x022090c0,overlay_0014_sub_022090c0,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x02209248,overlay_0014_sub_02209248,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x022092ac,overlay_0014_sub_022092ac,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x022092d8,overlay_0014_sub_022092d8,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x02209390,overlay_0014_sub_02209390,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x022094ec,overlay_0014_sub_022094ec,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x02209690,overlay_0014_sub_02209690,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x02209e14,overlay_0014_sub_02209e14,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x0220a10c,overlay_0014_sub_0220a10c,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x0220a124,overlay_0014_sub_0220a124,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x0220a2dc,overlay_0014_sub_0220a2dc,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
