address,name,kind,confidence,evidence_artifact,notes
0x02208bf4,overlay_0016_sub_02208bf4,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x02208c5c,overlay_0016_sub_02208c5c,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x0220927c,overlay_0016_sub_0220927c,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x022096b8,overlay_0016_sub_022096b8,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x02209a18,overlay_0016_sub_02209a18,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x02209f00,overlay_0016_sub_02209f00,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x02209ff4,overlay_0016_sub_02209ff4,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x0220a0e0,overlay_0016_sub_0220a0e0,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x0220a224,overlay_0016_sub_0220a224,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x0220a2b8,overlay_0016_sub_0220a2b8,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x0220a510,overlay_0016_sub_0220a510,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x0220a68c,overlay_0016_sub_0220a68c,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x0220a9ac,overlay_0016_sub_0220a9ac,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x0220aa64,overlay_0016_sub_0220aa64,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x0220add8,overlay_0016_sub_0220add8,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x0220ae34,overlay_0016_sub_0220ae34,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x0220aed8,overlay_0016_sub_0220aed8,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x0220b0f0,overlay_0016_sub_0220b0f0,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x0220b1a0,overlay_0016_sub_0220b1a0,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x0220b29c,overlay_0016_sub_0220b29c,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x0220ba7c,overlay_0016_sub_0220ba7c,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x0220be04,overlay_0016_sub_0220be04,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x0220c334,overlay_0016_sub_0220c334,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x0220cff8,overlay_0016_sub_0220cff8,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
