address,name,kind,confidence,evidence_artifact,notes
0x022056a0,overlay_0012_sub_022056a0,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x022059f4,overlay_0012_sub_022059f4,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x02205ad0,overlay_0012_sub_02205ad0,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x02205ed4,overlay_0012_sub_02205ed4,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x02206048,overlay_0012_sub_02206048,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x022060f4,overlay_0012_sub_022060f4,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x02206328,overlay_0012_sub_02206328,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x02206350,overlay_0012_sub_02206350,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x02206638,overlay_0012_sub_02206638,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x0220699c,overlay_0012_sub_0220699c,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x02206b0c,overlay_0012_sub_02206b0c,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x02206fbc,overlay_0012_sub_02206fbc,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x02207070,overlay_0012_sub_02207070,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x02207268,overlay_0012_sub_02207268,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x02207d8c,overlay_0012_sub_02207d8c,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x02207ef4,overlay_0012_sub_02207ef4,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x0220803c,overlay_0012_sub_0220803c,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x02208088,overlay_0012_sub_02208088,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x022080c4,overlay_0012_sub_022080c4,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x022080f4,overlay_0012_sub_022080f4,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x0220813c,overlay_0012_sub_0220813c,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x0220816c,overlay_0012_sub_0220816c,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x022081b0,overlay_0012_sub_022081b0,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x0220827c,overlay_0012_sub_0220827c,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x02208348,overlay_0012_sub_02208348,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x02208508,overlay_0012_sub_02208508,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x0220855c,overlay_0012_sub_0220855c,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x02208628,overlay_0012_sub_02208628,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x022087dc,overlay_0012_sub_022087dc,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x02208830,overlay_0012_sub_02208830,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x0220884c,overlay_0012_sub_0220884c,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x0220889c,overlay_0012_sub_0220889c,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x022088e0,overlay_0012_sub_022088e0,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x02208930,overlay_0012_sub_02208930,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
0x02208978,overlay_0012_sub_02208978,function,candidate,analysis/functions/summary.json,ARM prologue heuristic only
